Institute ID,Institute Name,TLR,RPC,GO,OI,PERCEPTION,City,State,Score,Rank,Year,UG_Students,Total_Students,Capital_Expenditure,Operational_Expenditure,Total_Expenditure,WOS_Publications,WOS_Citations,Scopus_Publications
IR-O-U-0436,Amrita Vishwa Vidyapeetham,64.23,54.33,71.35,65.54,34.8,Coimbatore,Tamil Nadu,59.87,12,2021,2100,2100,1666262249,2074910914,2796828512,2601.04483,8231.75327,3257.722253
IR-O-U-0108,Jamia Millia Islamia,66.44,43.43,86.67,72.35,20.25,New Delhi,Delhi,59.54,13,2021,350,350,189326907.5,511259176.4,396444903.9,2329.458957,6528.504303,1712.283199
IR-O-U-0575,Jadavpur University,51.7,51.72,87.77,50.16,53.3,Kolkata,West Bengal,58.93,14,2021,1233,1233,101166842.9,1079228741,967477621.5,2844.082286,7681.807473,4209.034437
IR-O-U-0234,Manipal Academy of Higher Education,67.68,48.17,76.05,65.25,24.18,Manipal,Karnataka,58.91,15,2021,853,853,278979362,560894356.3,661773496,2346.885963,7409.698559,1505.869268
IR-O-U-0013,Indian Institute of Technology Hyderabad,61.4,52.64,67.51,58.59,49.61,Hyderabad,Telangana,58.53,16,2021,285,285,311868591.6,1632260565,2451220790,1553.676496,3808.336359,4714.929214
IR-O-U-0042,University of Hyderabad,69.59,40.74,77.44,58.72,32.13,Hyderabad,Telangana,57.67,17,2021,1168.683356,1281,159382710.9,1918876753,3171299195,1084.50999,4460.378089,1921.033845
IR-O-U-0496,Aligarh Muslim University,69.06,40.86,80.06,56.93,27,Aligarh,Uttar Pradesh,57.38,18,2021,365,365,150641464.8,543299689.7,387707497.5,1245.104173,4540.260369,1621.284013
IR-O-U-0120,University of Delhi,42.65,54.23,82.66,59.6,44.81,Delhi,Delhi,56.03,19,2021,387,387,147569726,1326620187,1465339811,1912.552909,4824.733001,4536.595762
IR-O-U-0323,Savitribai Phule Pune University,62.95,42.77,86.96,50.92,16.41,Pune,Maharashtra,55.83,20,2021,70,70,68582677.96,410792416.5,377585183.7,1250.206308,4025.906746,1377.886342
IR-O-U-0490,Vellore Institute of Technology,48.43,56.83,69.94,59.38,38.8,Vellore,Tamil Nadu,55.39,21,2021,7140,7140,408635646.8,1466996105,1655533061,2037.734179,4968.644331,4677.45682
IR-O-U-0447,Bharathiar University,61.79,47.45,74.17,53.21,24.6,Coimbatore,Tamil Nadu,55.38,22,2021,160,160,223033225,634751100.5,732525915.6,1252.340242,4118.328223,1492.398492
IR-O-U-0467,National Institute of Technology Tiruchirappalli,52.39,44.58,71.79,63.34,51.82,Tiruchirappalli,Tamil Nadu,54.97,23,2021,768,768,463987622.8,2263788212,2248988889,2474.236703,5778.807739,4660.406161
IR-O-U-0305,Indian Institute of Science Education & Research Pune,67.24,45.58,59.31,58.75,28.91,Pune,Maharashtra,54.47,24,2021,1129.690474,1580.542391,440077111.4,825064856.7,1497969215,1326.150783,4354.822039,2066.823993
IR-O-U-0439,Anna University,51.91,43.09,73.11,51.35,61.72,Chennai,Tamil Nadu,54.42,25,2021,2740,2740,199924479.1,2520848410,1260239834,2434.424387,5692.966087,5104.431696
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines),48.18,56.64,71.16,55.15,27,Dhanbad,Jharkhand,53.88,26,2021,911,911,524303133.9,814811256.4,1007994917,791.5987861,3407.860694,2186.323879
IR-O-U-0308,Institute of Chemical Technology,50.05,55.82,75.96,46.07,22.04,Mumbai,Maharashtra,53.76,27,2021,211,211,359323602.6,681241819.8,1037888944,880.7659902,3293.848291,1974.285082
IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,55.87,47.41,69.88,56.69,31.08,Varanasi,Uttar Pradesh,53.74,28,2021,876,876,436789828.2,2646167686,3306806774,1254.827651,4356.471063,1970.326526
IR-O-U-0391,Birla Institute of Technology & Science -Pilani,55.81,43.13,72.05,59.5,32.81,Pilani,Rajasthan,53.32,29,2021,2779,2779,438374648.7,2582720551,3169250586,1852.500115,4467.376074,4480.584054
IR-O-U-0273,Indian Institute of Technology Indore,57.51,49.25,69.71,56.59,15.91,Indore,Madhya Pradesh,53.22,30,2021,275,275,432499265,920362517.2,1249764902,754.1098326,4378.075111,1241.002049
IR-O-U-0378,Indian Institute of Technology Ropar,72.76,32.92,62.05,63.88,23.76,Rupnagar,Punjab,52.89,31,2021,297,297,238954270.3,456617909.5,964765551.3,710.5043391,2324.311847,1058.784353
IR-O-U-0237,National Institute of Technology Karnataka,53.81,41.74,73.32,65.58,30.01,Surathkal,Karnataka,52.88,32,2021,740,740,434106217.3,895183141.9,1236489226,1204.531548,4078.090597,2045.847846
IR-O-U-0139,Indian Institute of Technology Gandhinagar,71.26,37.15,57.21,64.21,23.76,Gandhinagar,Gujarat,52.77,33,2021,194,194,411782849.7,473593121.4,1030627562,722.7724052,3202.87278,1065.372274
IR-O-U-0235,Mysore University,68.77,18.79,90.54,54.24,6.85,Mysuru,Karnataka,50.49,34,2021,76,76,141060604.3,428680592.1,189989817.1,441.2155205,1045.348983,749.4727706
IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,59.67,38.82,66.26,53.53,23.34,Mohanpur,West Bengal,50.48,35,2021,1269.112115,1043.489921,192289019.4,683316664,1086334783,846.1651387,3329.126579,1024.172297
IR-O-U-0304,Homi Bhabha National Institute,68.64,36.45,65.98,50.79,6.22,Mumbai,Maharashtra,50.42,36,2021,1039.320433,927.2847386,240032471.1,489746161.3,682616905.9,946.9527424,4171.641418,856.4377238
IR-O-U-0363,Siksha `O` Anusandhan,63.89,29.92,71.34,65.89,13.28,Bhubaneswar,Odisha,50.34,37,2021,1860,1860,137789720.5,562069834.4,365058097.6,781.6225409,2126.27943,934.9090784
IR-O-U-0078,Panjab University,48.88,40.86,71.57,53.49,37.31,Chandigarh,Chandigarh,50.31,38,2021,851,851,134758621.6,1786485671,919029708.4,2042.394673,5218.597887,4772.878931
IR-O-U-0356,Kalinga Institute of Industrial Technology,62.4,27.78,70,78.43,11.06,Bhubaneswar,Odisha,50,39,2021,3450,3450,376475639.3,517143351.5,594325459.1,623.672575,1996.208799,643.8941086
IR-O-U-0377,"Indian Institute of Science Education & Research, Mohali",62.43,31.86,59.58,71.65,22.04,Mohali,Punjab,49.58,40,2021,876.9369887,742.3761741,211991317.1,488389943.3,1070553587,753.4507497,2244.860047,979.9108026
IR-O-U-0357,National Institute of Technology Rourkela,49.19,48.29,65.32,51.66,17.89,Rourkela,Odisha,49.27,41,2021,747,747,265873062.6,725712660.2,838910929.1,760.5922378,4199.559323,1223.584052
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,58.58,38.28,66.3,57.78,10.48,Thanjavur,Tamil Nadu,49.15,42,2021,1800,1800,381635728.7,938927785,1172612956,900.8601926,4571.34815,1083.245065
IR-O-U-0260,Kerala University,64.77,19.93,89.11,51.53,4.91,Thiruvananthapuram,Kerala,48.87,43,2021,283.0406213,628.6976555,218663405.7,467312673.3,229745418.3,565.8486485,1237.268102,809.6534754
IR-O-U-0497,Amity University,48.98,43.27,67.55,64.66,12.18,Gautam Budh Nagar,Uttar Pradesh,48.87,43,2021,125,125,373211286,617984530.6,1109551993,1321.325151,5117.090248,1889.554709
IR-O-I-1480,Thapar Institute of Engineering and Technology,50.44,42.26,67.3,56.35,19.32,Patiala,Punjab,48.83,45,2021,1865,1865,397869624,566273607.8,985891987.7,1256.113761,4259.566897,1533.566926
IR-O-U-0584,Indian Institute of Engineering Science and Technology,51.58,38.99,68.65,50.22,27.77,Shibpur,West Bengal,48.7,46,2021,589,589,166265794.8,619521679.2,947909745,1020.036454,3199.727012,1366.980488
IR-O-I-1357,University of Madras,61.35,31.82,66.43,53.88,20.25,Chennai,Tamil Nadu,48.66,47,2021,951.7800819,1665,207423827.7,641226080.6,1064755839,835.2229776,3119.037214,1247.508086
IR-O-U-0006,"Andhra University, Visakhapatnam",55.04,25.59,85.84,54.46,18.37,Visakhapatnam,Andhra Pradesh,48.65,48,2021,977.0219004,1162.425321,195906243.3,846535784.7,1116727198,771.708322,2372.129029,860.1988273
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,61.78,34.28,64.91,65.99,2.18,Chennai,Tamil Nadu,48.63,49,2021,1320,1320,313368646.6,443621189.1,515676853.1,1112.246372,3888.730737,1493.131718
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,63.78,30.9,63.49,66.63,8.1,Bhopal,Madhya Pradesh,48.57,50,2021,1423.037245,1632.455583,242225817.5,538262160.3,780086811,604.32259,2122.33186,1419.767996
IR-O-U-0064,Indian Institute of Technology Patna,60.04,37.02,57.6,53.94,16.41,Patna,Bihar,47.67,51,2021,250,250,248319820.9,528394916.2,678341638.9,748.2205662,2616.664913,1185.677851
IR-O-U-0262,Mahatma Gandhi University,59.27,34.73,68.77,52.55,4.24,Kottayam,Kerala,47.62,52,2021,40,40,209744134.5,363678222.6,401404455.5,1105.548713,3563.214863,1223.788976
IR-O-U-0473,S.R.M. Institute of Science and Technology,49.93,39.07,68.47,58.6,10.48,Chennai,Tamil Nadu,47.3,53,2021,6000,6000,360512950.3,698724841.9,1272133777,760.1249931,3989.459852,1399.46293
IR-O-U-0098,Delhi Technological University,54.52,29.82,65.95,59.25,25.82,New Delhi,Delhi,46.98,54,2021,2210,2210,279867505.9,922150627,1331403251,1070.677757,3001.230944,1438.316742
IR-O-U-0334,Visvesvaraya National Institute of Technology,49.85,37.31,68.93,55.11,15.39,Nagpur,Maharashtra,46.98,54,2021,922,922,386015013.2,436140322.2,946949304.6,717.5954086,3260.265718,1205.245802
IR-O-U-0222,JSS Academy of Higher Education and Research,63.04,19.39,66.7,70.04,18.85,Mysuru,Karnataka,46.95,56,2021,570,570,279331108,475271994.4,1054693163,512.1644503,1332.754038,576.1895022
IR-O-U-0435,Alagappa University,58.71,27.32,67.45,51.68,23.34,Karaikudi,Tamil Nadu,46.79,57,2021,221,221,213511522.1,677417198.4,695969815.8,707.9061267,2402.49058,845.3628179
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,51.73,37.83,62.64,55.02,18.85,Bhubaneswar,Odisha,46.78,58,2021,260,260,436005800.7,939694350.4,1062638212,638.2816621,2259.545451,1367.1208
IR-O-U-0025,National Institute of Technology Warangal,50.61,31.04,70.32,56.38,25.01,Warangal,Telangana,46.69,59,2021,817,817,218250160.3,788025057.6,940980608.6,1066.283988,2817.36524,1241.667064
IR-O-U-0523,King George`s Medical University,64.39,27.23,62.97,57.57,8.1,Lucknow,Uttar Pradesh,46.65,60,2021,320,320,329532163.9,1005311711,911802630.1,410.5109489,2366.92982,856.2379186
IR-O-U-0474,Sathyabama Institute of Science and Technology,54.06,34,64.82,64.68,7.48,Chennai,Tamil Nadu,46.6,61,2021,2700,2700,423270934.8,1162630348,1495622658,901.6855808,2872.383106,1660.914542
IR-O-U-0136,Gujarat University,64.76,15.7,81.28,56.13,5.57,Ahmedabad,Gujarat,46.57,62,2021,637.8662992,1770,201574649.9,581209838.8,303202801.6,241.5349497,1080.539483,904.2680926
IR-O-U-0027,Osmania University,52.04,28.16,79.86,51.62,13.82,Hyderabad,Telangana,46.57,62,2021,60,60,225458292.5,757525561.3,1212497941,1007.833788,2699.108726,872.8028979
IR-O-U-0107,Jamia Hamdard,57.82,27.62,69.75,60.64,8.1,New Delhi,Delhi,46.46,64,2021,225,225,278010334.3,1132154331,1620125701,667.996653,2024.020365,722.9386165
IR-O-U-0253,Cochin University of Science and Technology,54.37,29.63,70.28,52.7,14.88,Cochin,Kerala,46.02,65,2021,30,30,219860241.7,877158202.5,1209757147,1013.428895,2537.02277,1238.994611
IR-O-U-0389,Banasthali Vidyapith,54.19,14.23,83.55,75.99,10.48,Banasthali,Rajasthan,45.89,66,2021,930,930,186987217.2,920239884,1343060404,505.7419456,1077.809302,881.5995118
IR-O-U-0052,Gauhati University,55.17,19.05,83.56,58.4,10.48,Guwahati,Assam,45.87,67,2021,120,120,132018273.5,905077715.4,1337153027,457.8443681,1024.66738,815.0961683
IR-O-U-0329,Symbiosis International,61.83,18.5,64.52,72.16,14.35,Pune,Maharashtra,45.65,68,2021,1206,1206,324400750.1,527960760.9,738834814.8,458.6525991,1057.00054,618.3264998
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),58.89,30.78,64.62,55.99,2.18,Vaddeswaram,Andhra Pradesh,45.64,69,2021,3180,3180,134244176.5,852387455.2,792336508.4,1034.287067,1934.206756,1457.653122
IR-O-U-0331,Tata Institute of Social Sciences,61.2,12.32,77.33,72.28,8.71,Mumbai,Maharashtra,45.63,70,2021,180,180,175987522.9,449398437.3,422325036.6,447.947535,1018.023493,481.8641761
IR-O-U-0577,National Institute of Technology Durgapur,50.51,34.26,66.66,56.15,9.9,Durgapur,West Bengal,45.36,71,2021,700,700,310468192.9,1181351928,1384094342,895.0782643,3380.043114,1225.194084
IR-O-U-0410,Malaviya National Institute of Technology,56.13,35.12,57.57,58.38,5.57,Jaipur,Rajasthan,45.29,72,2021,746,746,313042691.7,883612838.3,1472304397,1000.8578,2890.486312,1508.474892
IR-O-U-0056,Tezpur University,58.32,30.02,61.65,52.17,11.62,Tezpur,Assam,45.22,73,2021,315,315,43728901.58,762145424.8,1153274492,728.0910012,2314.935943,1162.284906
IR-O-U-0458,Kalasalingam Academy of Research and Education,56.74,21.81,65.2,73.06,11.62,Srivilliputtur,Tamil Nadu,45.07,74,2021,8541.586718,9388.610113,335152131.2,1206467537,1588804887,717.050246,1446.782628,795.6738667
IR-O-U-0446,Bharath Institute of Higher Education & Research,55.4,24.41,67.59,67.94,5.57,Chennai,Tamil Nadu,44.81,75,2021,720,720,321099880.2,1179645997,1617375358,739.8014118,1374.043374,771.7672204
IR-O-U-0196,University of Kashmir,60.49,19.51,77.03,50.12,2.18,Srinagar,Jammu and Kashmir,44.64,76,2021,65,65,88820658.4,374365440.6,301041085.4,535.0997861,1103.237029,800.2425532
IR-O-U-0747,Chandigarh University,57.48,14.24,63.4,75.44,28.91,Mohali,Punjab,44.62,77,2021,3240,3240,331718975.5,1364650878,1613814981,498.8427953,930.034614,905.7718456
IR-O-U-0374,Dr. B. R. Ambedkar National Institute of Technology,54.39,25.23,64.17,63.76,14.35,Jalandhar,Punjab,44.53,78,2021,807,807,312241431.6,1471094553,1541721274,700.6662651,1546.859263,813.9072249
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,64.83,18.35,61.13,64.73,7.48,Chennai,Tamil Nadu,44.4,79,2021,230,230,188295556.7,197413966.1,488682681,230.4407961,878.1752097,562.0939879
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,65.15,14.45,63.29,61.56,14.88,Pune,Maharashtra,44.19,80,2021,430,430,226457893.5,469674821,625336147,262.9950674,747.9564777,588.3927939
IR-O-U-0379,Lovely Professional University,47.55,27.51,63.87,65.97,20.7,Phagwara,Punjab,43.95,81,2021,3720,3720,277026772.2,1288972543,1570336848,731.1704108,1835.15807,768.8951002
IR-O-U-0184,Indian Institute of Technology Mandi,50.05,30.59,61.27,62.07,12.73,Mandi,Himachal Pradesh,43.93,82,2021,200,200,99349563.91,1124786858,1314060289,920.0264726,1730.453334,1500.670357
IR-O-U-0463,Madurai Kamaraj University,61.71,24.77,57.68,48.43,14.35,Madurai,Tamil Nadu,43.75,83,2021,466.2573068,526.4281238,40457469.64,351163539.8,442690422.9,563.7750816,2033.918982,626.4814278
IR-O-U-0642,Shiv Nadar University,59.5,19.37,63.5,59.14,13.28,Dadri,Uttar Pradesh,43.6,84,2021,530,530,153514116.4,615912254,777742220.4,536.1508604,990.5181145,916.5078225
IR-O-U-0376,Guru Nanak Dev University,40.78,28.63,76.11,53.77,17.89,Amritsar,Punjab,43.21,85,2021,540,540,170212008.5,700863447.9,1433874236,1003.646904,2707.204025,1146.714474
IR-O-C-37013,PSG College of Technology,55.37,18.13,58.69,50.17,43.26,Coimbatore,Tamil Nadu,43.14,86,2021,1140,1140,90510379.72,1264576410,717277019.6,383.8619934,849.8830067,782.760514
IR-O-U-0369,Pondicherry University,39.94,30.1,72.4,58.18,17.89,Puducherry,Pondicherry,43.1,87,2021,514,514,95597458.29,1002805150,1460219907,1025.776502,2565.778644,1112.207434
IR-O-U-0530,Motilal Nehru National Institute of Technology,47.86,28.49,67.68,54.77,11.06,Prayagraj,Uttar Pradesh,43.04,88,2021,954,954,202151802.3,869783153.7,1455634076,867.9896166,2636.491744,1442.689349
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,53.36,29.01,59.42,53.63,9.9,Kancheepuram,Tamil Nadu,42.94,89,2021,960,960,135440674.3,1119167302,998103218.5,911.9671299,2341.545515,1610.035511
IR-O-U-0448,Bharathidasan University,54.74,29.92,53.67,47.8,18.85,Tiruchirappalli,Tamil Nadu,42.79,90,2021,105,105,102565992.8,1052137151,1043820455,940.713039,2209.395252,1229.78777
IR-O-U-0341,North Eastern Hill University,55.53,16.31,74.61,51.63,11.62,Shillong,Meghalaya,42.79,90,2021,240,240,141307995.4,885729433.1,1310452922,539.1035634,543.3280956,974.8888073
IR-O-U-0037,Sri Venkateswara University,51.21,19.87,79.19,50.61,5.57,Tirupati,Andhra Pradesh,42.78,92,2021,498,498,68801154.12,840694525.6,1056278174,767.9604257,1444.223825,940.364585
IR-O-U-0055,National Institute of Technology Silchar,47.28,32.31,64.18,52.84,6.85,Silchar,Assam,42.68,93,2021,660,660,42238025.47,1421014468,1422472256,1016.259322,2124.277502,1419.872806
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,63.31,14.77,63.13,60.92,4.24,Mumbai,Maharashtra,42.56,94,2021,400,400,149465558,410380130.2,771496123.9,478.345716,570.4637862,704.8541227
IR-O-U-0251,Calicut University,63.32,16.64,63.32,54.77,2.88,Malappuram,Kerala,42.42,95,2021,55,55,144822355.4,608532389.8,705067277.9,535.0839689,539.0021693,1062.403129
IR-O-U-0318,Mumbai University,49.58,19.08,78.35,47.78,7.48,Mumbai,Maharashtra,41.79,96,2021,108,108,66276727.24,600295168.5,480094483.7,511.7720432,1235.032253,790.4727486
IR-O-U-0589,Visva Bharati,49.51,26.16,73.81,36.58,6.22,Santiniketan,West Bengal,41.74,97,2021,1416,1416,58506306.78,505879973,806795244.2,843.7290288,2323.084774,838.9336372
IR-O-U-0149,Sardar Vallabhbhai National Institute of Technology,45.31,29.28,64.48,57.03,7.48,Surat,Gujarat,41.72,98,2021,844,844,177393334.2,1008396056,1230644042,988.771399,2066.982188,1668.498143
IR-O-U-0099,Guru Gobind Singh Indraprastha University,48.12,22.64,64.22,52.45,21.15,New Delhi,Delhi,41.43,99,2021,180,180,158646715.3,525295005.4,699233345.5,772.9745904,1737.839998,979.8724898
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,64.06,10.35,60.07,66.19,1.46,Wardha,Maharashtra,41.1,100,2021,150,150,140083914.5,134616131.9,342051154.6,196.3149291,523.9476411,264.2193281
IR-O-U-0456,Indian Institute of Technology Madras,86.56,91.98,89.36,62.95,98.75,Chennai,Tamil Nadu,87.59,1,2022,762,762,1280636554,3798214880,5169949393,3783.447331,12512.43478,4202.623415
IR-O-U-0220,Indian Institute of Science,82.08,87.45,84.8,57.46,100,Bengaluru,Karnataka,83.57,2,2022,1049.747012,1379.276534,1240245702,3782219691,5162144346,3782.868836,12513.03543,4225.709436
IR-O-U-0306,"Indian Institute of Technology, Bombay",85.55,84.09,83.08,59.54,88.8,Mumbai,Maharashtra,82.35,3,2022,780.9960539,849.0946897,1192436349,3652965326,4147294343,3775.850701,12372.02871,4618.571683
IR-O-I-1074,"Indian Institute of Technology, Delhi",81.98,84.81,79.36,70.07,93.08,New Delhi,Delhi,82.22,4,2022,1288.56758,1430.660244,1194463710,3667494375,4116063092,3246.694989,14648.13862,3756.729254
IR-O-I-1075,Indian Institute of Technology Kanpur,86.9,70.55,83.89,60.26,77.86,Kanpur,Uttar Pradesh,77.83,5,2022,907,907,1192970589,2902554425,3268837942,3985.039325,14160.19802,4384.014188
IR-O-U-0573,"Indian Institute of Technology, Kharagpur",77.66,75.66,81.92,55.85,79.82,Kharagpur,West Bengal,75.94,6,2022,1016.17702,1226.494435,1153715490,2652614263,3050558639,3980.67862,14491.8069,4437.467735
IR-O-U-0560,"Indian Institute of Technology, Roorkee",77.22,67.03,84.42,64.36,48.84,Roorkee,Uttarakhand,71.48,7,2022,1013.205822,1111.344021,1225384581,1887623037,3167002377,3020.88895,15349.96669,4151.163207
IR-O-U-0053,Indian Institute of Technology Guwahati,78.29,63.54,83.26,59.58,45.93,Guwahati,Assam,69.75,8,2022,851,851,1195816995,1566905120,2651517763,3056.300876,14990.30507,4195.756901
IR-O-N-15,"All India Institute of Medical Sciences, Delhi",75.57,60.39,72.67,67.37,75.15,New Delhi,Delhi,69.57,9,2022,1103.202298,968.4345143,1192027667,2590131688,2346411529,2987.535182,13962.03949,3688.858892
IR-O-U-0109,Jawaharlal Nehru University,71.95,45.55,95.27,70.27,59.19,New Delhi,Delhi,67.25,10,2022,307.4695795,389.0310448,1146624955,1890744285,2417891884,3139.201304,13820.91335,4023.179153
IR-O-U-0500,Banaras Hindu University,69.9,43.91,97.74,57.32,53.95,Varanasi,Uttar Pradesh,64.81,11,2022,1146.342988,707.2801559,1104649508,1864026100,2330905319,3006.798562,14322.61717,4300.030245
IR-O-U-0575,Jadavpur University,63.57,53.73,90.1,56.86,49.53,Kolkata,West Bengal,63.85,12,2022,1233,1233,444400120.2,1853531917,2344268181,3032.534252,14250.77827,4226.190468
IR-O-U-0108,"Jamia Millia Islamia, New Delhi",68.16,47.38,92.46,81.14,23.57,New Delhi,Delhi,63.62,13,2022,1446.183983,1886.544956,1625190847,565809906.8,2320246295,2279.867059,13769.24391,1506.704505
IR-O-U-0013,Indian Institute of Technology Hyderabad,73.43,53.18,71.53,56.73,49.01,Hyderabad,Telangana,62.86,14,2022,317,317,1143497415,1842143609,2474422729,2998.703341,8303.938609,4834.191807
IR-O-U-0570,Calcutta University,67.46,40.85,95.48,61.9,37.86,Kolkata,West Bengal,61.57,15,2022,711.915313,786.5592499,1647622578,1273553013,2496527055,2807.320637,7661.17238,3744.665574
IR-O-U-0436,Amrita Vishwa Vidyapeetham,69.8,50.06,74.09,69.53,38.09,Coimbatore,Tamil Nadu,61.54,16,2022,2700,2700,1656832891,1386661765,2655580296,1402.740754,4295.804549,4007.44568
IR-O-U-0234,"Manipal Academy of Higher Education, Manipal",70.53,51.07,78.15,64.81,26.37,Manipal,Karnataka,61.23,17,2022,1707.420655,1547.185686,1653923231,786796424.8,2439441455,833.4572834,3383.37913,2088.980427
IR-O-U-0490,Vellore Institute of Technology,52.72,59.82,79.43,59.07,45.74,Vellore,Tamil Nadu,60.14,18,2022,7660,7660,1653537390,1351118254,2380003129,1426.077656,3187.452005,4691.944582
IR-O-U-0496,Aligarh Muslim University,69.21,43.04,88.92,56.29,27.85,Aligarh,Uttar Pradesh,59.86,19,2022,365,365,1582300587,907885149.2,2681803578,1192.751054,3198.188644,1868.867224
IR-O-U-0042,University of Hyderabad,70.94,40.18,83.97,63.5,31.99,Hyderabad,Telangana,59.67,20,2022,1482.682856,1343.11263,185239424.7,1802126787,3008960555,1031.528004,3292.681579,1933.784073
IR-O-U-0467,"National Institute of Technology, Tiruchirappalli",60.73,45.71,75.74,66.48,52.2,Tiruchirappalli,Tamil Nadu,58.95,21,2022,1918.281136,1828.874457,396302000.9,1728803212,2186913294,1825.93784,3861.12293,4134.849609
IR-O-U-0439,Anna University,53.32,53.15,74.97,49.3,62.1,Chennai,Tamil Nadu,58.08,22,2022,2470,2470,199666917,1526622477,1227912406,1352.0962,5709.281625,4860.994091
IR-O-U-0120,University of Delhi,43.11,52.82,91.85,58.87,45.93,Delhi,Delhi,57.63,23,2022,1135.13585,1245.010985,266067204.6,1721778231,1706960691,1884.079151,5870.084215,3899.503409
IR-O-U-0447,Bharathiar University,63.97,44.36,78.31,63.96,26.97,Coimbatore,Tamil Nadu,57.26,24,2022,1730.059789,1854.768932,324349096.7,523786791.3,431631955.8,1299.830816,4645.661025,1677.985458
IR-O-U-0323,Savitribai Phule Pune University,63.66,41.64,92.44,52.07,16.97,Pune,Maharashtra,56.99,25,2022,1517.627575,1604.091177,253120990.9,529155049,437212760.4,1276.607432,4126.964966,1418.132409
IR-O-U-0305,"Indian Institute of Science Education & Research, Pune",71.66,44.18,65.43,62.94,27.85,Pune,Maharashtra,56.91,26,2022,1359.168719,754.758677,594172120.4,1021129733,1485079545,1322.577429,4683.918494,1864.491375
IR-O-U-0237,"National Institute of Technology Karnataka, Surathkal",59.32,45.14,75.55,64.44,38.54,Surathkal,Karnataka,56.74,27,2022,2408.292485,2264.847031,502158176.6,1493784937,1786636047,1775.465252,5474.133799,4966.500792
IR-O-U-0308,Institute of Chemical Technology,59.27,50.58,79.61,54.5,18.45,Mumbai,Maharashtra,56.16,28,2022,211,211,229456718,710027187.7,461016768.7,862.7826915,4006.728614,2026.575005
IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,54.43,50.31,74.26,56.63,39.21,Varanasi,Uttar Pradesh,55.85,29,2022,1012,1012,501057737.2,1903028303,1836831322,1332.433799,5267.394736,4998.264949
IR-O-U-0363,Siksha `O` Anusandhan,68.3,35.58,73.45,68.4,27.26,Bhubaneswar,Odisha,55.42,30,2022,2220,2220,495153225.2,820307634.6,620111802.7,903.5028752,3373.942624,1277.566682
IR-O-U-0273,Indian Institute of Technology Indore,62.47,49.93,72.44,52.99,16.21,Indore,Madhya Pradesh,55.13,31,2022,294,294,256240133.7,803475614,617331427.5,783.7557625,3992.453528,1366.641863
IR-O-U-0391,Birla Institute of Technology & Science - Pilani,59.27,46.74,73.45,58.76,27.26,Pilani,Rajasthan,55.1,32,2022,2831,2831,421641290.5,802508551.9,693546833.7,1209.670849,3766.682037,1601.660785
IR-O-U-0304,Homi Bhabha National Institute,72.51,45.25,68.93,52.01,5.31,Mumbai,Maharashtra,54.85,33,2022,1047.65385,810.0494979,247620906.4,497341390,504397788.9,1296.804863,5109.417978,1425.745543
IR-O-U-0356,Kalinga Institute of Industrial Technology,69,30.2,75.13,77.86,17.71,Bhubaneswar,Odisha,54.35,34,2022,3450,3450,297258611,512736249.9,710488364.7,714.2911054,2287.390107,847.0466315
IR-O-U-0378,Indian Institute of Technology Ropar,75.19,33.66,65.71,64.34,20.57,Rupnagar,Punjab,54.29,35,2022,330,330,217458186.9,489739989,1106896863,669.910549,2005.9335,904.7501868
IR-O-U-0473,S.R.M. Institute of Science and Technology,57.91,45.28,71.41,62.54,25.15,Chennai,Tamil Nadu,53.99,36,2022,5490,5490,455749009.8,643585338,1290989095,1407.298657,4403.62801,1379.451763
IR-O-U-0139,"Indian Institute of Technology, Gandhinagar",67.9,39.04,65.84,66.49,20.23,Gandhinagar,Gujarat,53.92,37,2022,1163.85846,1123.990559,425043404.8,501791457.6,1120679394,678.8334033,3264.847513,858.9547515
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines),51.07,54.66,71.79,54.34,23.57,Dhanbad,Jharkhand,53.87,38,2022,869,869,174016398.8,784393769.4,912882437.6,606.1480624,2846.352549,2093.429416
IR-O-U-0357,National Institute of Technology Rourkela,59.35,49.09,68.7,56.9,18.08,Rourkela,Odisha,53.77,39,2022,927,927,406822964.1,593312857.6,603014944.3,698.0768797,3886.872155,1219.22427
IR-O-U-0572,"Indian Institute of Science Education & Research, Kolkata",63.56,39.42,66.2,56.59,25.46,Mohanpur,West Bengal,52.35,40,2022,1690.861184,1486.113201,406051079.6,687251548.5,1251910080,1228.182586,4602.017241,1488.03066
